0.0,0.279764,0.310849,255,255,255,255,node=0
0.001306,0.279764,0.298259,255,255,255,255,node=1
0.001306,0.279764,0.323438,255,255,255,255,node=2
0.00164,0.258962,0.310849,255,255,255,255,node=3
0.002331,0.298718,0.310849,255,255,255,255,node=4
0.002331,0.298718,0.310849,255,255,255,255,node=5
0.002926,0.259224,0.298259,255,255,255,255,node=6
0.002926,0.259224,0.323438,255,255,255,255,node=7
0.003623,0.298452,0.298259,255,255,255,255,node=8
0.003623,0.298452,0.323438,255,255,255,255,node=9
0.004849,0.279764,0.288468,255,255,255,255,node=10
0.004849,0.279764,0.33323,255,255,255,255,node=11
0.006417,0.259933,0.288468,255,255,255,255,node=12
0.006417,0.259933,0.33323,255,255,255,255,node=13
0.00659,0.238545,0.310849,255,255,255,255,node=14
0.00659,0.238545,0.310849,255,255,255,255,node=15
0.007131,0.297732,0.288468,255,255,255,255,node=16
0.007131,0.297732,0.33323,255,255,255,255,node=17
0.007819,0.23901,0.298259,255,255,255,255,node=18
0.007819,0.23901,0.323438,255,255,255,255,node=19
0.009325,0.313895,0.310849,255,255,255,255,node=20
0.010071,0.279764,0.281473,255,255,255,255,node=21
0.010071,0.279764,0.340224,255,255,255,255,node=22
0.010575,0.313417,0.323438,255,255,255,255,node=23
0.010575,0.313417,0.298259,255,255,255,255,node=24
0.011155,0.240272,0.288468,255,255,255,255,node=25
0.011155,0.240272,0.33323,255,255,255,255,node=26
0.011562,0.260978,0.281473,255,255,255,255,node=27
0.011562,0.260978,0.340224,255,255,255,255,node=28
0.012299,0.296671,0.281473,255,255,255,255,node=29
0.012299,0.296671,0.340224,255,255,255,255,node=30
0.013968,0.31212,0.288468,255,255,255,255,node=31
0.013968,0.31212,0.33323,255,255,255,255,node=32
0.014897,0.218548,0.310849,255,255,255,255,node=33
0.014897,0.218548,0.310849,255,255,255,255,node=34
0.016033,0.219169,0.323438,255,255,255,255,node=35
0.016033,0.219169,0.298259,255,255,255,255,node=36
0.016071,0.242131,0.281473,255,255,255,255,node=37
0.016071,0.242131,0.340224,255,255,255,255,node=38
0.016413,0.279764,0.277277,255,255,255,255,node=39
0.016413,0.279764,0.34442,255,255,255,255,node=40
0.017809,0.262247,0.277277,255,255,255,255,node=41
0.017809,0.262247,0.34442,255,255,255,255,node=42
0.018575,0.295382,0.277277,255,255,255,255,node=43
0.018575,0.295382,0.34442,255,255,255,255,node=44
0.018967,0.310209,0.281473,255,255,255,255,node=45
0.018967,0.310209,0.340224,255,255,255,255,node=46
0.019114,0.220856,0.288468,255,255,255,255,node=47
0.019114,0.220856,0.33323,255,255,255,255,node=48
0.020982,0.325715,0.310849,255,255,255,255,node=49
0.02204,0.244388,0.34442,255,255,255,255,node=50
0.02204,0.244388,0.277277,255,255,255,255,node=51
0.022159,0.325072,0.298259,255,255,255,255,node=52
0.022159,0.325072,0.323438,255,255,255,255,node=53
0.023314,0.279764,0.275878,255,255,255,255,node=54
0.023314,0.279764,0.345819,255,255,255,255,node=55
0.023655,0.223341,0.340224,255,255,255,255,node=56
0.023655,0.223341,0.281473,255,255,255,255,node=57
0.024608,0.263628,0.345819,255,255,255,255,node=58
0.024608,0.263628,0.275878,255,255,255,255,node=59
0.025038,0.307888,0.277277,255,255,255,255,node=60
0.025038,0.307888,0.34442,255,255,255,255,node=61
0.025351,0.323325,0.288468,255,255,255,255,node=62
0.025351,0.323325,0.33323,255,255,255,255,node=63
0.025404,0.293979,0.275878,255,255,255,255,node=64
0.025404,0.293979,0.345819,255,255,255,255,node=65
0.026609,0.199005,0.310849,255,255,255,255,node=66
