0.594159,0.305098,0.621566,248,177,5993,255,0
0.464131,0.510821,0.500470,248,177,5993,255,1
0.536104,0.437359,0.624017,248,177,5993,255,2
0.570873,0.407331,0.621377,248,177,5993,255,3
0.558944,0.470429,0.371649,248,177,5993,255,4
0.671821,0.464516,0.626498,248,177,5993,255,5
0.510792,0.412555,0.498636,248,177,5993,255,6
0.323903,0.733572,0.743477,248,177,5993,255,7
0.492776,0.402949,0.522802,248,177,5993,255,8
0.685392,0.453687,0.446331,248,177,5993,255,9
0.434603,0.490567,0.486309,248,177,5993,255,10
0.560578,0.504229,0.460467,248,177,5993,255,11
0.506114,0.339634,0.628572,248,177,5993,255,12
0.389003,0.294176,0.279361,248,177,5993,255,13
0.551977,0.572066,0.654691,248,177,5993,255,14
0.556860,0.372137,0.505580,248,177,5993,255,15
0.515221,0.530309,0.277323,248,177,5993,255,16
0.520174,0.375680,0.619986,248,177,5993,255,17
0.494497,0.325950,0.409841,248,177,5993,255,18
0.519251,0.440320,0.501026,248,177,5993,255,19
0.362608,0.425245,0.600072,248,177,5993,255,20
0.454382,0.584545,0.388579,248,177,5993,255,21
0.528787,0.421920,0.470222,248,177,5993,255,22
0.492012,0.389457,0.472282,248,177,5993,255,23
0.550039,0.388852,0.481480,248,177,5993,255,24
0.515609,0.409971,0.493720,248,177,5993,255,25
0.334927,0.543128,0.342945,248,177,5993,255,26
0.357843,0.558248,0.239433,248,177,5993,255,27
0.373565,0.391753,0.403941,248,177,5993,255,28
0.383883,0.511960,0.570810,248,177,5993,255,29
0.553991,0.270531,0.441324,248,177,5993,255,30
0.479060,0.430693,0.556973,248,177,5993,255,31
0.538910,0.391474,0.472159,248,177,5993,255,32
0.548988,0.379004,0.503202,248,177,5993,255,33
0.457121,0.159701,0.515427,248,177,5993,255,34
0.491709,0.528649,0.441451,248,177,5993,255,35
0.300348,0.255707,0.569122,248,177,5993,255,36
0.553278,0.281286,0.318894,248,177,5993,255,37
0.378639,0.482005,0.579395,248,177,5993,255,38
0.400296,0.488350,0.233361,248,177,5993,255,39
0.483171,0.609917,0.429745,248,177,5993,255,40
0.546183,0.432241,0.586614,248,177,5993,255,41
0.443012,0.334027,0.509478,248,177,5993,255,42
0.424905,0.393400,0.516370,248,177,5993,255,43
0.357958,0.355618,0.653973,248,177,5993,255,44
0.617292,0.466872,0.554086,248,177,5993,255,45
0.401027,0.502498,0.417553,248,177,5993,255,46
0.626128,0.379795,0.920993,248,177,5993,255,47
0.572176,0.445499,0.616873,248,177,5993,255,48
0.512579,0.554209,0.614705,248,177,5993,255,49
0.552904,0.549882,0.549568,248,177,5993,255,50
0.532556,0.410385,0.563310,248,177,5993,255,51
0.641067,0.352965,0.540115,248,177,5993,255,52
0.340651,0.518281,0.318063,248,177,5993,255,53
0.419623,0.447523,0.634767,248,177,5993,255,54
0.464182,0.356398,0.589294,248,177,5993,255,55
0.440354,0.299478,0.502133,248,177,5993,255,56
0.754417,0.592944,0.506571,248,177,5993,255,57
0.513225,0.396576,0.551337,248,177,5993,255,58
0.544743,0.462368,0.481112,248,177,5993,255,59
0.525588,0.429411,0.506956,248,177,5993,255,60
0.478845,0.361378,0.394500,248,177,5993,255,61
0.520251,0.507454,0.495906,248,177,5993,255,62
0.306461,0.221164,0.626859,248,177,5993,255,63
0.421277,0.547575,0.429768,248,177,5993,255,64
0.518932,0.368940,0.748373,248,177,5993,255,65
0.434448,0.597208,0.552883,248,177,5993,255,66
0.325905,0.581715,0.293723,248,177,5993,255,67
0.441327,0.439930,0.513868,248,177,5993,255,68
0.564686,0.434157,0.335391,248,177,5993,255,69
0.482135,0.345515,0.626222,248,177,5993,255,70
0.521195,0.444953,0.511210,248,177,5993,255,71
0.605358,0.587713,0.612006,248,177,5993,255,72
0.484079,0.414640,0.453008,248,177,5993,255,73
0.609778,0.343416,0.498162,248,177,5993,255,74
0.471485,0.373494,0.588089,248,177,5993,255,75
0.244064,0.567931,0.189496,248,177,5993,255,76
0.412718,0.564964,0.370407,248,177,5993,255,77
0.483132,0.422425,0.524686,248,177,5993,255,78
0.620225,0.453710,0.519983,248,177,5993,255,79
0.567283,0.256123,0.425597,248,177,5993,255,80
0.472821,0.342519,0.523931,248,177,5993,255,81
0.264206,0.484113,0.740045,248,177,5993,255,82
0.500265,0.485459,0.663726,248,177,5993,255,83
0.678105,0.500218,0.641196,248,177,5993,255,84
0.480136,0.454805,0.411611,248,177,5993,255,85
0.481158,0.447755,0.594149,248,177,5993,255,86
0.488708,0.463863,0.515239,248,177,5993,255,87
0.563181,0.456911,0.616977,248,177,5993,255,88
0.482825,0.427315,0.542186,248,177,5993,255,89
0.228784,0.567135,0.524235,248,177,5993,255,90
0.386800,0.658088,0.584631,248,177,5993,255,91
0.283351,0.585657,0.564099,248,177,5993,255,92
0.521330,0.475624,0.616821,248,177,5993,255,93
0.326092,0.557063,0.441446,248,177,5993,255,94
0.534288,0.489843,0.674633,248,177,5993,255,95
0.459109,0.274845,0.583883,248,177,5993,255,96
0.592883,0.488033,0.588342,248,177,5993,255,97
0.584472,0.458706,0.535891,248,177,5993,255,98
0.542233,0.503271,0.697223,248,177,5993,255,99
0.514125,0.454715,0.299694,248,177,5993,255,100
0.457530,0.607193,0.565511,248,177,5993,255,101
0.565172,0.531981,0.789631,248,177,5993,255,102
0.466819,0.416764,0.541425,248,177,5993,255,103
0.517945,0.369801,0.489083,248,177,5993,255,104
0.467402,0.457451,0.490504,248,177,5993,255,105
0.392876,0.456768,0.562527,248,177,5993,255,106
0.505341,0.397238,0.452789,248,177,5993,255,107
0.469882,0.187919,0.742603,248,177,5993,255,108
0.349692,0.426339,0.297445,248,177,5993,255,109
0.536384,0.250628,0.639306,248,177,5993,255,110
0.729816,0.504358,0.378728,248,177,5993,255,111
0.361113,0.394599,0.532109,248,177,5993,255,112
0.546148,0.445717,0.541625,248,177,5993,255,113
0.471960,0.399350,0.576340,248,177,5993,255,114
