
3412,255,0,188,255
7292,255,0,188,255
239,255,0,188,255
684,255,0,188,255
1000,255,0,188,255
1495,255,0,188,255
2065,255,0,188,255
2408,255,0,188,255
2674,255,0,188,255
3474,255,0,188,255
3531,255,0,188,255
3620,255,0,188,255
3941,255,0,188,255
4543,255,0,188,255
4840,255,0,188,255
6008,255,0,188,255
6047,255,0,188,255
6070,255,0,188,255
6362,255,0,188,255
6539,255,0,188,255
6795,255,0,188,255
7642,255,0,188,255
9531,255,0,188,255
10099,255,0,188,255
10498,255,0,188,255
10856,255,0,188,255
12876,255,0,188,255
13269,255,0,188,255
13414,255,0,188,255
14297,255,0,188,255
14523,255,0,188,255
14945,255,0,188,255
15149,255,0,188,255
15488,255,0,188,255
15661,255,0,188,255
16346,255,0,188,255
879,255,0,188,255
4170,255,0,188,255
4984,255,0,188,255
6093,255,0,188,255
6098,255,0,188,255
6401,255,0,188,255
6807,255,0,188,255
7318,255,0,188,255
8759,255,0,188,255
9336,255,0,188,255
10188,255,0,188,255
12214,255,0,188,255
13841,255,0,188,255
14116,255,0,188,255
14919,255,0,188,255
15255,255,0,188,255
15336,255,0,188,255
15959,255,0,188,255
32,255,0,188,255
33,255,0,188,255
35,255,0,188,255
37,255,0,188,255
40,255,0,188,255
59,255,0,188,255
63,255,0,188,255
454,255,0,188,255
729,255,0,188,255
1431,255,0,188,255
2249,255,0,188,255
2639,255,0,188,255
3088,255,0,188,255
4230,255,0,188,255
4521,255,0,188,255
4528,255,0,188,255
4597,255,0,188,255
4837,255,0,188,255
4847,255,0,188,255
4955,255,0,188,255
5057,255,0,188,255
5303,255,0,188,255
5348,255,0,188,255
5595,255,0,188,255
5700,255,0,188,255
5785,255,0,188,255
5864,255,0,188,255
5914,255,0,188,255
5917,255,0,188,255
6291,255,0,188,255
6454,255,0,188,255
6935,255,0,188,255
7467,255,0,188,255
7593,255,0,188,255
7772,255,0,188,255
9154,255,0,188,255
9284,255,0,188,255
9491,255,0,188,255
9595,255,0,188,255
10072,255,0,188,255
10580,255,0,188,255
10582,255,0,188,255
10586,255,0,188,255
10714,255,0,188,255
10734,255,0,188,255
10880,255,0,188,255
11151,255,0,188,255
11156,255,0,188,255
11699,255,0,188,255
11810,255,0,188,255
11841,255,0,188,255
12564,255,0,188,255
13014,255,0,188,255
13213,255,0,188,255
13531,255,0,188,255
13594,255,0,188,255
13936,255,0,188,255
14195,255,0,188,255
15558,255,0,188,255
15872,255,0,188,255
15999,255,0,188,255
16148,255,0,188,255
12230,255,0,188,255
56,255,0,188,255
57,255,0,188,255
12023,255,0,188,255
26,255,0,188,255
45,255,0,188,255
1839,255,0,188,255
1846,255,0,188,255
16067,255,0,188,255
268,255,0,188,255
513,255,0,188,255
8392,255,0,188,255
16329,255,0,188,255
5468,255,0,188,255
1343,255,0,188,255
9677,255,0,188,255
13156,255,0,188,255
254,255,0,188,255
3090,255,0,188,255
5905,255,0,188,255
8718,255,0,188,255
11252,255,0,188,255
14203,255,0,188,255
