167,149
88,125
88,162
88,384
378,148
337,59
307,379
307,309
307,350
307,77
185,96
185,183
185,119
185,181
34,183
34,392
34,293
272,326
272,390
272,308
272,158
272,259
272,279
272,322
272,325
272,357
272,327
369,190
369,388
369,306
369,0
369,79
369,77
369,196
369,269
369,270
336,339
336,357
298,379
298,30
298,172
298,251
94,59
94,325
101,59
189,212
189,246
189,172
189,370
10,7
10,100
10,283
10,250
10,31
18,127
18,20
18,248
18,306
18,308
18,354
18,36
84,199
84,87
128,181
128,158
128,68
128,316
128,130
221,236
221,253
221,274
221,108
221,150
221,362
118,267
118,227
118,38
291,292
291,240
287,202
287,265
287,263
287,306
287,193
287,164
129,62
129,171
232,59
232,4
232,72
55,262
247,7
247,367
247,245
247,310
247,249
240,43
240,306
240,133
240,164
240,58
240,32
240,372
316,243
316,270
316,71
316,73
316,155
316,273
367,388
367,306
367,325
367,79
367,349
321,5
321,54
239,143
239,393
239,90
239,19
239,208
239,76
217,314
36,227
36,30
36,295
36,238
372,51
372,362
258,379
258,380
331,14
331,92
89,150
267,373
267,249
267,49
267,325
267,59
356,198
389,59
170,326
170,149
170,323
170,32
170,12
170,362
170,314
44,143
44,80
44,108
165,306
205,295
205,59
59,220
59,263
59,1
59,334
59,284
59,110
59,148
59,388
59,24
59,306
59,271
59,341
59,186
59,122
59,204
59,332
59,138
59,313
59,199
59,11
59,47
59,106
59,54
59,96
59,61
59,226
59,65
59,76
59,70
59,78
59,82
59,85
59,87
59,368
59,175
59,180
59,191
59,200
59,215
59,218
327,393
327,386
327,30
327,224
327,310
327,345
327,286
327,322
327,159
327,6
61,51
61,35
61,139
61,362
394,398
394,124
394,60
394,25
394,19
394,119
394,112
394,40
394,58
296,158
296,22
349,41
349,171
349,312
229,379
174,252
146,333
146,182
22,393
22,175
22,182
22,67
385,339
385,390
385,108
385,351
385,357
382,274
382,181
269,398
269,388
269,119
269,71
269,0
269,142
269,325
269,67
269,252
269,182
2,163
2,41
2,171
2,62
2,162
2,180
294,183
294,145
333,286
311,310
328,284
328,57
328,250
328,359
310,245
310,380
374,107
7,252
7,242
7,314
7,249
68,122
68,363
68,112
268,341
220,119
86,39
166,187
166,274
361,83
361,141
237,181
237,399
237,175
237,31
123,263
123,124
123,244
123,173
123,4
123,260
123,125
169,284
169,358
169,243
169,109
102,12
102,74
251,198
251,314
251,125
266,263
266,172
266,51
266,355
266,303
266,319
266,300
266,79
266,181
83,398
83,140
163,12
163,162
163,342
191,138
191,380
207,345
143,364
143,398
143,181
143,350
143,91
49,284
49,150
196,195
196,282
196,58
252,274
371,398
371,202
371,238
371,85
371,17
371,192
97,263
249,398
249,264
249,194
249,245
249,325
249,392
249,238
249,363
249,119
334,227
334,181
341,211
341,359
256,388
256,306
256,149
256,214
256,142
256,79
359,23
359,195
359,91
359,325
359,242
116,158
133,181
133,125
133,179
261,35
261,325
261,357
302,172
302,149
302,396
302,184
302,213
302,215
302,231
396,58
53,57
280,15
280,398
280,194
280,115
280,181
280,19
280,158
280,238
280,279
280,281
280,278
280,17
280,325
280,57
186,30
186,295
186,204
186,366
186,72
5,201
5,197
5,274
5,168
26,274
26,362
380,379
380,160
380,225
380,383
380,181
380,119
380,214
380,81
380,113
380,309
380,325
380,319
380,155
380,208
380,199
380,242
204,96
204,138
111,124
108,386
108,135
108,132
108,360
108,74
182,339
182,24
182,149
182,275
182,181
182,384
182,270
182,19
182,158
182,119
182,211
182,200
182,17
182,16
182,208
182,58
182,344
182,79
182,362
182,57
182,274
309,379
309,29
96,379
96,160
96,234
96,271
96,225
96,181
96,119
96,312
96,322
96,325
96,208
96,112
96,113
96,343
96,345
96,77
96,109
164,190
164,79
212,176
279,398
279,181
279,19
279,158
279,238
279,54
279,92
279,242
279,17
279,278
279,281
366,141
209,100
187,290
187,335
187,27
187,255
187,4
119,393
119,41
119,152
119,110
119,12
119,210
119,149
119,27
119,326
119,171
119,122
119,19
119,158
119,202
119,322
119,325
119,345
119,16
119,77
119,82
119,368
119,109
119,159
119,162
119,175
119,192
119,391
119,200
119,214
109,343
317,270
317,71
317,73
325,379
325,134
325,160
325,144
325,234
325,194
325,149
325,245
325,69
325,181
325,381
325,384
325,150
325,202
325,54
325,214
325,231
325,345
325,343
325,241
325,347
325,322
325,40
325,353
325,93
325,351
343,149
117,39
303,326
308,141
345,181
345,158
345,35
345,322
345,344
168,224
168,214
23,140
23,398
395,398
281,15
281,183
281,181
281,19
281,158
281,238
281,54
281,278
391,398
391,113
75,74
208,379
208,24
208,158
386,354
4,263
4,160
27,342
27,262
27,288
319,379
319,50
319,242
60,103
60,244
120,175
82,284
82,152
82,194
82,19
82,238
82,248
82,241
20,181
20,85
20,150
20,241
250,12
250,79
250,193
107,398
270,14
270,24
270,171
270,71
270,214
270,73
270,0
270,77
270,95
373,181
313,277
313,150
313,362
313,365
90,92
52,326
162,388
162,158
162,368
162,79
58,14
58,176
58,263
58,264
58,149
58,326
58,265
58,181
58,158
58,300
58,132
58,95
58,113
58,77
58,79
58,387
58,40
58,242
125,30
125,295
125,155
125,72
124,263
124,37
124,312
124,56
112,30
112,295
112,21
112,235
173,219
19,152
19,12
19,24
19,149
19,140
19,181
19,324
19,159
19,192
98,192
318,315
318,265
79,14
79,15
79,201
79,388
79,306
79,181
79,305
79,304
79,46
79,95
79,71
79,142
79,73
79,105
79,161
158,393
158,12
158,149
158,245
158,17
158,77
158,150
158,192
158,273
158,274
351,223
99,198
134,35
134,57
134,74
274,284
274,230
274,24
274,355
274,103
274,31
274,139
274,32
274,105
323,398
104,284
104,172
104,244
365,74
140,149
31,149
31,139
284,192
284,145
284,223
284,152
284,91
171,306
57,301
57,384
57,332
57,222
57,278
42,339
358,179
388,398
388,77
388,0
388,214
276,398
276,192
276,357
276,35
276,72
282,265
230,306
200,398
200,181
150,398
150,183
150,37
150,390
150,181
150,305
150,397
150,348
150,344
225,379
225,3
235,398
183,8
183,9
183,149
183,159
339,329
339,13
339,357
339,387
219,227
219,136
219,288
219,132
233,17
66,54
368,234
368,198
368,181
368,121
157,263
157,362
91,377
91,70
54,149
54,181
54,242
70,25
141,398
141,227
192,172
192,216
192,126
192,214
192,106
190,14
190,299
190,306
265,172
265,264
265,306
265,390
265,315
265,25
178,263
136,137
136,238
155,198
155,151
224,263
224,357
224,338
224,214
340,362
130,201
130,289
326,181
326,203
326,384
106,30
106,244
63,181
64,338
45,390
346,181
346,357
156,113
262,47
399,355
257,40
92,172
92,149
92,357
92,121
176,342
51,139
51,362
14,324
14,213
243,71
244,47
370,12
370,181
370,344
370,300
259,154
286,305
286,17
286,362
126,248
387,357
159,181
159,357
248,152
248,362
223,197
223,28
304,48
254,100
338,398
338,228
228,132
139,194
139,149
139,181
139,35
139,357
139,362
139,397
324,15
324,17
214,263
214,71
263,301
263,306
263,397
263,138
263,8
263,72
375,355
273,181
273,238
273,105
234,398
234,201
234,74
234,80
103,149
103,362
103,40
103,179
347,12
347,297
347,74
29,379
77,379
77,149
77,181
77,292
77,121
131,198
46,172
181,195
181,12
181,149
181,188
181,245
181,278
181,300
181,301
181,397
181,322
181,153
181,142
181,16
25,201
78,398
398,393
398,15
398,278
398,299
398,301
398,306
398,320
398,322
398,355
398,172
398,74
398,363
398,194
398,218
161,149
194,15
194,152
194,149
194,362
194,306
194,245
241,322
241,213
362,152
362,12
362,149
362,315
362,177
362,322
113,393
113,379
100,142
160,379
377,3
377,197
152,195
152,238
37,172
195,17
147,0
299,0
121,201
363,245
172,278
172,28
390,264
390,231
393,24
114,132
114,357
231,210
335,344
376,305
30,289
30,198
16,357
301,238
0,15
0,74
175,197
175,271
175,322
62,342
132,74
211,238
184,39
15,17
15,238
305,306
357,35
206,344
306,12
306,322
292,201
12,322
12,314
12,278
227,8
227,33
245,238
74,142
344,3
342,197
342,289
149,397
149,238
201,238
285,197
278,238
278,17
142,352
142,330
