0,49,127,0,0,255
0,101,127,0,0,255
0,102,0,0,127,255
0,178,0,127,0,255
1,161,0,127,127,255
1,38,0,127,127,255
1,11,0,127,127,255
1,164,0,127,127,255
1,167,127,0,127,255
1,46,0,254,127,255
1,79,0,127,127,255
1,55,0,127,127,255
1,134,0,127,127,255
1,12,127,127,0,255
1,212,254,0,0,255
1,178,127,127,127,255
1,143,254,0,0,255
1,54,254,0,0,255
2,46,127,0,0,255
2,100,127,0,0,255
2,48,127,0,0,255
2,80,0,127,0,255
2,49,127,0,0,255
3,101,127,0,0,255
3,41,0,0,127,255
3,70,0,0,127,255
3,178,127,0,0,255
4,80,127,0,0,255
4,59,0,127,127,255
4,41,0,127,127,255
5,80,0,127,127,255
5,131,127,0,0,255
5,41,0,127,127,255
6,166,0,127,0,255
6,108,0,0,127,255
6,77,127,0,0,255
6,48,0,127,127,255
6,82,127,0,127,255
6,54,0,127,0,255
6,100,127,0,127,255
7,41,0,127,0,255
7,168,0,0,127,255
7,46,127,0,0,255
7,48,127,0,0,255
7,80,0,0,127,255
7,50,0,0,127,255
7,131,127,0,0,255
7,70,0,127,0,255
8,49,127,0,0,255
8,41,127,0,127,255
8,197,127,0,0,255
8,77,0,0,127,255
8,173,127,0,0,255
8,64,127,0,0,255
9,41,127,0,0,255
9,100,127,0,0,255
9,47,127,0,0,255
9,48,127,0,0,255
9,80,127,0,0,255
9,94,0,0,127,255
9,64,127,0,0,255
9,131,127,0,0,255
4,9,127,0,0,255
10,212,0,127,0,255
10,12,0,127,0,255
10,168,0,127,0,255
10,54,0,127,0,255
4,10,0,127,0,255
10,101,127,0,0,255
11,143,0,0,127,255
11,80,127,0,127,255
11,41,0,127,127,255
11,178,127,0,0,255
12,41,127,127,0,255
12,48,127,0,0,255
12,13,0,127,127,255
12,204,0,127,127,255
12,172,0,0,127,255
12,173,127,0,0,255
12,131,127,0,0,255
12,191,127,0,0,255
12,65,0,127,127,255
12,234,0,0,127,255
12,67,127,127,127,255
12,70,127,127,127,255
13,197,0,127,127,255
13,101,127,0,0,255
