0.5,0.5,0.5,I N T E R N A T I O N A L   A I R P O R T S
0.767541,0.860468,0.279809,AUSTRALIA
0.539543,0.085599,0.776962,EUROPE
0.597217,0.12872,0.820468,NORTH AMERICA
0.321915,0.054929,0.357881,SOUTH AMERICA
0.027287,0.65834,0.538346,AFRICA
0.402237,0.851987,0.84139,ASIA
