15615,255,200,0,255
6614,255,200,0,255
14917,255,200,0,255
222,255,200,0,255
14924,255,200,0,255
6657,255,200,0,255
4015,255,200,0,255
14715,255,200,0,255
658,255,200,0,255
526,255,200,0,255
6616,255,200,0,255
6615,255,200,0,255
1734,255,200,0,255
9274,255,200,0,255
215,255,200,0,255
6868,255,200,0,255
3399,255,200,0,255
3398,255,200,0,255
9012,255,200,0,255
1512,255,200,0,255
15694,255,200,0,255
9013,255,200,0,255
9730,255,200,0,255
12535,255,200,0,255
3889,255,200,0,255
3543,255,200,0,255
13535,255,200,0,255
6844,255,200,0,255
15718,255,200,0,255
7721,255,200,0,255
1959,255,200,0,255
3299,255,200,0,255
3901,255,200,0,255
12962,255,200,0,255
934,255,200,0,255
11729,255,200,0,255
11355,255,200,0,255
11356,255,200,0,255
10136,255,200,0,255
11090,255,200,0,255
3760,255,200,0,255
8789,255,200,0,255
5145,255,200,0,255
6608,255,200,0,255
7611,255,200,0,255
13533,255,200,0,255
9014,255,200,0,255
13550,255,200,0,255
13623,255,200,0,255
7341,255,200,0,255
10429,255,200,0,255
2596,255,200,0,255
12063,255,200,0,255
9266,255,200,0,255
14795,255,200,0,255
8097,255,200,0,255
10317,255,200,0,255
10577,255,200,0,255
14481,255,200,0,255
6816,255,200,0,255
7977,255,200,0,255
12976,255,200,0,255
8239,255,200,0,255
