
2352,255,0,0,255
2886,255,0,0,255
3352,255,0,0,255
5417,255,0,0,255
5420,255,0,0,255
5422,255,0,0,255
7821,255,0,0,255
12056,255,0,0,255
13064,255,0,0,255
15016,255,0,0,255
15101,255,0,0,255
15474,255,0,0,255
789,255,0,0,255
1527,255,0,0,255
1548,255,0,0,255
1631,255,0,0,255
2160,255,0,0,255
2579,255,0,0,255
3598,255,0,0,255
4088,255,0,0,255
5195,255,0,0,255
5377,255,0,0,255
5421,255,0,0,255
5671,255,0,0,255
6842,255,0,0,255
7827,255,0,0,255
7828,255,0,0,255
7830,255,0,0,255
9721,255,0,0,255
9949,255,0,0,255
10036,255,0,0,255
10327,255,0,0,255
10497,255,0,0,255
10929,255,0,0,255
11477,255,0,0,255
12484,255,0,0,255
12913,255,0,0,255
13057,255,0,0,255
13119,255,0,0,255
13120,255,0,0,255
13133,255,0,0,255
13417,255,0,0,255
14884,255,0,0,255
15017,255,0,0,255
15607,255,0,0,255
16338,255,0,0,255
450,255,0,0,255
2143,255,0,0,255
3181,255,0,0,255
3356,255,0,0,255
3357,255,0,0,255
3727,255,0,0,255
6580,255,0,0,255
7133,255,0,0,255
10055,255,0,0,255
10700,255,0,0,255
11370,255,0,0,255
11489,255,0,0,255
11852,255,0,0,255
13121,255,0,0,255
13711,255,0,0,255
15229,255,0,0,255
7831,255,0,0,255
6494,255,0,0,255
7819,255,0,0,255
9937,255,0,0,255

4824,255,128,0,255
13865,255,128,0,255
14005,255,128,0,255
4296,255,128,0,255
14011,255,128,0,255
1628,255,128,0,255
2796,255,128,0,255
15050,255,128,0,255
896,255,128,0,255
9408,255,128,0,255
766,255,128,0,255
6127,255,128,0,255
6406,255,128,0,255
6966,255,128,0,255
14564,255,128,0,255
8983,255,128,0,255
5167,255,128,0,255
3230,255,128,0,255
318,255,128,0,255
1911,255,128,0,255
5269,255,128,0,255
10397,255,128,0,255
11357,255,128,0,255
2897,255,128,0,255
5806,255,128,0,255
15069,255,128,0,255
315,255,128,0,255
271,255,128,0,255
432,255,128,0,255
4945,255,128,0,255
6405,255,128,0,255
5808,255,128,0,255
3239,255,128,0,255
12067,255,128,0,255
4124,255,128,0,255
7595,255,128,0,255
5436,255,128,0,255
7616,255,128,0,255
830,255,128,0,255
6403,255,128,0,255
8395,255,128,0,255
10064,255,128,0,255
10699,255,128,0,255
5278,255,128,0,255
5646,255,128,0,255
4370,255,128,0,255
5791,255,128,0,255
9112,255,128,0,255
4260,255,128,0,255
3248,255,128,0,255
14023,255,128,0,255
14464,255,128,0,255
5276,255,128,0,255
9460,255,128,0,255
3558,255,128,0,255
11417,255,128,0,255
9852,255,128,0,255
6230,255,128,0,255
611,255,128,0,255
8943,255,128,0,255
12475,255,128,0,255
9514,255,128,0,255
11324,255,128,0,255
10455,255,128,0,255
3693,255,128,0,255
1539,255,128,0,255
13498,255,128,0,255
5829,255,128,0,255
8541,255,128,0,255
11655,255,128,0,255
10977,255,128,0,255
11004,255,128,0,255
11382,255,128,0,255
3502,255,128,0,255
11189,255,128,0,255
1044,255,128,0,255
12516,255,128,0,255
15283,255,128,0,255
5174,255,128,0,255
14758,255,128,0,255
9868,255,128,0,255
6778,255,128,0,255
4375,255,128,0,255
5265,255,128,0,255
13105,255,128,0,255
14697,255,128,0,255
10336,255,128,0,255
11529,255,128,0,255
14370,255,128,0,255
111,255,128,0,255
3345,255,128,0,255
9444,255,128,0,255
6915,255,128,0,255
11857,255,128,0,255
7167,255,128,0,255
8666,255,128,0,255
2410,255,128,0,255
6947,255,128,0,255
13723,255,128,0,255
9351,255,128,0,255
12072,255,128,0,255
8157,255,128,0,255
651,255,128,0,255
2635,255,128,0,255
15381,255,128,0,255
9216,255,128,0,255
2839,255,128,0,255
5374,255,128,0,255
6552,255,128,0,255
13035,255,128,0,255
12938,255,128,0,255
9471,255,128,0,255
9468,255,128,0,255
8212,255,128,0,255
11422,255,128,0,255
269,255,128,0,255
7604,255,128,0,255
11652,255,128,0,255
15090,255,128,0,255
12617,255,128,0,255
5820,255,128,0,255
3403,255,128,0,255
5274,255,128,0,255
1290,255,128,0,255
15639,255,128,0,255
2938,255,128,0,255
12975,255,128,0,255
8967,255,128,0,255
1689,255,128,0,255
8190,255,128,0,255
6706,255,128,0,255
9306,255,128,0,255
6144,255,128,0,255
2333,255,128,0,255
9425,255,128,0,255
4187,255,128,0,255
4589,255,128,0,255
9640,255,128,0,255
24,255,128,0,255
5123,255,128,0,255
9929,255,128,0,255
12394,255,128,0,255
10520,255,128,0,255
767,255,128,0,255
1193,255,128,0,255
10001,255,128,0,255
257,255,128,0,255
9974,255,128,0,255
14850,255,128,0,255
12811,255,128,0,255
12157,255,128,0,255
4867,255,128,0,255
3193,255,128,0,255
9415,255,128,0,255
7591,255,128,0,255
8485,255,128,0,255
5822,255,128,0,255
5036,255,128,0,255
5280,255,128,0,255
14806,255,128,0,255
4401,255,128,0,255
3253,255,128,0,255
14778,255,128,0,255
5199,255,128,0,255
4650,255,128,0,255
3527,255,128,0,255
3744,255,128,0,255
2898,255,128,0,255
2692,255,128,0,255
5219,255,128,0,255
12993,255,128,0,255
3630,255,128,0,255
15449,255,128,0,255
874,255,128,0,255
10125,255,128,0,255
7037,255,128,0,255
9801,255,128,0,255
4986,255,128,0,255
1967,255,128,0,255
12773,255,128,0,255
10768,255,128,0,255
11615,255,128,0,255
1875,255,128,0,255
3308,255,128,0,255
7219,255,128,0,255
9877,255,128,0,255
6734,255,128,0,255
5821,255,128,0,255
1867,255,128,0,255
8128,255,128,0,255
10420,255,128,0,255
16091,255,128,0,255
3606,255,128,0,255
2693,255,128,0,255
6946,255,128,0,255
15466,255,128,0,255
9169,255,128,0,255
12566,255,128,0,255
13572,255,128,0,255
1024,255,128,0,255
3914,255,128,0,255
12684,255,128,0,255
2379,255,128,0,255
822,255,128,0,255
2384,255,128,0,255
10134,255,128,0,255
16252,255,128,0,255
10301,255,128,0,255
9445,255,128,0,255
2563,255,128,0,255
10030,255,128,0,255
2236,255,128,0,255
11333,255,128,0,255
7303,255,128,0,255
12591,255,128,0,255
3500,255,128,0,255
15410,255,128,0,255
11868,255,128,0,255
10782,255,128,0,255
12474,255,128,0,255
3756,255,128,0,255
9433,255,128,0,255
9304,255,128,0,255
12074,255,128,0,255
6328,255,128,0,255
13716,255,128,0,255
5754,255,128,0,255
10183,255,128,0,255
15684,255,128,0,255
2378,255,128,0,255
2934,255,128,0,255
10677,255,128,0,255
7556,255,128,0,255
6256,255,128,0,255
6186,255,128,0,255
13220,255,128,0,255
7234,255,128,0,255
14695,255,128,0,255
7963,255,128,0,255
1370,255,128,0,255
14213,255,128,0,255
11282,255,128,0,255
6407,255,128,0,255
10665,255,128,0,255
3943,255,128,0,255
5584,255,128,0,255
7962,255,128,0,255
8000,255,128,0,255
1880,255,128,0,255
9462,255,128,0,255
2495,255,128,0,255
723,255,128,0,255
14164,255,128,0,255
8504,255,128,0,255
9233,255,128,0,255
15296,255,128,0,255
16120,255,128,0,255
15781,255,128,0,255
5237,255,128,0,255
1304,255,128,0,255
2700,255,128,0,255
4869,255,128,0,255
4364,255,128,0,255
2866,255,128,0,255
10135,255,128,0,255
9516,255,128,0,255
371,255,128,0,255
5975,255,128,0,255
8197,255,128,0,255
1884,255,128,0,255
12423,255,128,0,255
12967,255,128,0,255
14932,255,128,0,255
10352,255,128,0,255
11138,255,128,0,255
14149,255,128,0,255
6648,255,128,0,255
3771,255,128,0,255
12300,255,128,0,255
6038,255,128,0,255
5582,255,128,0,255
296,255,128,0,255
2380,255,128,0,255
7810,255,128,0,255
298,255,128,0,255
1364,255,128,0,255
1856,255,128,0,255
14205,255,128,0,255
13793,255,128,0,255
11248,255,128,0,255
13134,255,128,0,255
1190,255,128,0,255
14,255,128,0,255
458,255,128,0,255
6181,255,128,0,255
709,255,128,0,255
4039,255,128,0,255
11366,255,128,0,255
327,255,128,0,255
12970,255,128,0,255
8088,255,128,0,255
14896,255,128,0,255
5054,255,128,0,255
11232,255,128,0,255
12725,255,128,0,255
9517,255,128,0,255
12998,255,128,0,255
13232,255,128,0,255
11136,255,128,0,255
13576,255,128,0,255
14219,255,128,0,255
5258,255,128,0,255
9676,255,128,0,255
5935,255,128,0,255
5458,255,128,0,255
303,255,128,0,255
